Document,Region,Frequency Band
IEA3.pdf,Frontal,Beta
IEA3.pdf,Central,Alpha
IEA3.pdf,Central,Alpha
IEA3.pdf,Motor,Alpha
IEA3.pdf,Motor,Alpha
IEA3.pdf,Parietal,Alpha
IEA3.pdf,Parietal,Theta
IEA3.pdf,Parietal,Alpha
IEA3.pdf,Parietal,Beta
IEA3.pdf,Temporal,Alpha
IEA3.pdf,Temporal,Alpha
IEA3.pdf,Occipital,Alpha
IEA3.pdf,Occipital,Theta
IEA3.pdf,Occipital,Alpha
IEA3.pdf,Occipital,Beta
IEA3.pdf,Frontal,Alpha
IEA3.pdf,Frontal,Alpha
IEA3.pdf,Central,Alpha
IEA3.pdf,Central,Theta
IEA3.pdf,Central,Alpha
IEA3.pdf,Central,Beta
IEA3.pdf,Motor,Alpha
IEA3.pdf,Motor,Theta
IEA3.pdf,Motor,Alpha
IEA3.pdf,Motor,Beta
IEA3.pdf,Parietal,Alpha
IEA3.pdf,Parietal,Alpha
IEA5.pdf,Occipital cortex,Alpha
IEA5.pdf,Frontal cortex,Alpha
IEA5.pdf,Occipital cortex,Alpha
IEA5.pdf,Occipital cortex,Theta
IEA5.pdf,Occipital cortex,Alpha
IEA5.pdf,Occipital cortex,Beta
IEA5.pdf,Occipital cortex,Alpha
IEA5.pdf,Frontal cortex,Alpha
IEA5.pdf,Frontal cortex,Theta
IEA5.pdf,Frontal cortex,Alpha
IEA5.pdf,Frontal cortex,Beta
IEA5.pdf,Frontal cortex,Alpha
51.pdf,Right Parietal Cortex,Alpha
51.pdf,Right Parietal Cortex,Alpha
51.pdf,Right Parietal Cortex,Theta
51.pdf,Right Parietal Cortex,Alpha
51.pdf,Right Parietal Cortex,Beta
51.pdf,Right Parietal Cortex,Alpha
51.pdf,Left Parietal Cortex,Alpha
51.pdf,Left Parietal Cortex,Alpha
51.pdf,Left Parietal Cortex,Theta
51.pdf,Left Parietal Cortex,Alpha
51.pdf,Left Parietal Cortex,Beta
51.pdf,Left Parietal Cortex,Alpha
51.pdf,Right Frontal Cortex,Alpha
51.pdf,Right Frontal Cortex,Alpha
51.pdf,Right Frontal Cortex,Theta
51.pdf,Right Frontal Cortex,Alpha
51.pdf,Right Frontal Cortex,Beta
51.pdf,Right Frontal Cortex,Alpha
51.pdf,Left Frontal Cortex,Alpha
51.pdf,Left Frontal Cortex,Alpha
51.pdf,Left Frontal Cortex,Theta
51.pdf,Left Frontal Cortex,Alpha
51.pdf,Left Frontal Cortex,Beta
51.pdf,Left Frontal Cortex,Alpha
51.pdf,Right Temporal Cortex,Alpha
51.pdf,Right Temporal Cortex,Alpha
51.pdf,Right Temporal Cortex,Theta
51.pdf,Right Temporal Cortex,Alpha
51.pdf,Right Temporal Cortex,Beta
51.pdf,Right Temporal Cortex,Alpha
51.pdf,Left Temporal Cortex,Alpha
51.pdf,Left Temporal Cortex,Alpha
51.pdf,Left Temporal Cortex,Theta
51.pdf,Left Temporal Cortex,Alpha
51.pdf,Left Temporal Cortex,Beta
51.pdf,Left Temporal Cortex,Alpha
51.pdf,Right Occipital Cortex,Alpha
51.pdf,Right Occipital Cortex,Alpha
51.pdf,Right Occipital Cortex,Theta
51.pdf,Right Occipital Cortex,Alpha
IEA9.pdf,Frontal,Beta
IEA9.pdf,Central,Beta
IEA9.pdf,Motor,Beta
IEA9.pdf,Parietal,Beta
IEA9.pdf,Temporal,Beta
IEA9.pdf,Frontal,Alpha
57.pdf,Frontal,Alpha
57.pdf,Frontal,Theta
57.pdf,Frontal,Alpha
57.pdf,Frontal,Beta
57.pdf,Frontal,Alpha
57.pdf,Central,Alpha
57.pdf,Central,Theta
57.pdf,Central,Alpha
57.pdf,Central,Beta
57.pdf,Central,Alpha
57.pdf,Motor,Alpha
57.pdf,Motor,Theta
57.pdf,Motor,Alpha
57.pdf,Motor,Beta
57.pdf,Motor,Alpha
57.pdf,Parietal,Alpha
57.pdf,Parietal,Theta
57.pdf,Parietal,Alpha
57.pdf,Parietal,Beta
57.pdf,Parietal,Alpha
57.pdf,Temporal,Alpha
57.pdf,Temporal,Theta
57.pdf,Temporal,Alpha
57.pdf,Temporal,Beta
57.pdf,Temporal,Alpha
57.pdf,Occipital,Alpha
57.pdf,Occipital,Theta
57.pdf,Occipital,Alpha
57.pdf,Occipital,Beta
57.pdf,Occipital,Alpha
57.pdf,NO LOCATION,Alpha
57.pdf,NO LOCATION,Theta
57.pdf,NO LOCATION,Alpha
57.pdf,NO LOCATION,Beta
57.pdf,NO LOCATION,Alpha
57.pdf,"""Cerebral cortex",Alpha
57.pdf,"""Cerebral cortex",Theta
57.pdf,"""Cerebral cortex",Alpha
57.pdf,"""Cerebral cortex",Beta
57.pdf,"""Cerebral cortex",Alpha
57.pdf,"print(""NO LOCATION",Alpha
57.pdf,"print(""NO LOCATION",Theta
57.pdf,"print(""NO LOCATION",Alpha
57.pdf,"print(""NO LOCATION",Beta
57.pdf,"print(""NO LOCATION",Alpha
57.pdf,"electrode, _ = line.split(""",Alpha
57.pdf,"print(f""{location}",Alpha
57.pdf,"print(f""{location}",Theta
57.pdf,"print(f""{location}",Alpha
57.pdf,"print(f""{location}",Beta
57.pdf,"print(f""{location}",Alpha
57.pdf,Frontal,Alpha
57.pdf,Frontal,Theta
57.pdf,Frontal,Alpha
57.pdf,Frontal,Beta
57.pdf,Frontal,Alpha
57.pdf,Frontal,Alpha
57.pdf,Frontal,Theta
57.pdf,Frontal,Alpha
57.pdf,Frontal,Beta
57.pdf,Frontal,Alpha
57.pdf,Frontal,Alpha
57.pdf,Frontal,Theta
57.pdf,Frontal,Alpha
57.pdf,Frontal,Beta
57.pdf,Frontal,Alpha
57.pdf,Central,Alpha
57.pdf,Central,Theta
57.pdf,Central,Alpha
57.pdf,Central,Beta
57.pdf,Central,Alpha
57.pdf,Central,Alpha
57.pdf,Central,Theta
57.pdf,Central,Alpha
57.pdf,Central,Beta
57.pdf,Central,Alpha
57.pdf,Motor,Alpha
57.pdf,Motor,Theta
57.pdf,Motor,Alpha
57.pdf,Motor,Beta
57.pdf,Motor,Alpha
57.pdf,Motor,Alpha
57.pdf,Motor,Theta
57.pdf,Motor,Alpha
57.pdf,Motor,Beta
57.pdf,Motor,Alpha
57.pdf,Parietal,Alpha
57.pdf,Parietal,Theta
57.pdf,Parietal,Alpha
57.pdf,Parietal,Beta
57.pdf,Parietal,Alpha
57.pdf,Parietal,Alpha
57.pdf,Parietal,Theta
57.pdf,Parietal,Alpha
57.pdf,Parietal,Beta
57.pdf,Parietal,Alpha
57.pdf,Temporal,Alpha
57.pdf,Temporal,Theta
57.pdf,Temporal,Alpha
57.pdf,Temporal,Beta
57.pdf,Temporal,Alpha
57.pdf,Temporal,Alpha
57.pdf,Temporal,Theta
57.pdf,Temporal,Alpha
57.pdf,Temporal,Beta
57.pdf,Temporal,Alpha
57.pdf,Occipital,Alpha
57.pdf,Occipital,Theta
57.pdf,Occipital,Alpha
57.pdf,Occipital,Beta
57.pdf,Occipital,Alpha
57.pdf,NO LOCATION,Alpha
57.pdf,NO LOCATION,Theta
57.pdf,NO LOCATION,Alpha
57.pdf,NO LOCATION,Beta
57.pdf,NO LOCATION,Alpha
50.pdf,Frontal,Alpha
50.pdf,Frontal,Theta
50.pdf,Frontal,Alpha
50.pdf,Frontal,Beta
50.pdf,Frontal,Alpha
50.pdf,Central,Alpha
50.pdf,Central,Theta
50.pdf,Central,Alpha
50.pdf,Central,Beta
50.pdf,Central,Alpha
50.pdf,Motor,Alpha
50.pdf,Motor,Theta
50.pdf,Motor,Alpha
50.pdf,Motor,Beta
50.pdf,Motor,Alpha
50.pdf,Parietal,Alpha
50.pdf,Parietal,Theta
50.pdf,Parietal,Alpha
50.pdf,Parietal,Beta
50.pdf,Parietal,Alpha
50.pdf,Temporal,Alpha
50.pdf,Temporal,Theta
50.pdf,Temporal,Alpha
50.pdf,Temporal,Beta
50.pdf,Temporal,Alpha
50.pdf,Occipital,Alpha
50.pdf,Occipital,Theta
50.pdf,Occipital,Alpha
50.pdf,Occipital,Beta
50.pdf,Occipital,Alpha
50.pdf,NO LOCATION,Alpha
50.pdf,NO LOCATION,Theta
50.pdf,NO LOCATION,Alpha
50.pdf,NO LOCATION,Beta
50.pdf,NO LOCATION,Alpha
50.pdf,"- Make sure to follow the instructions carefully and ensure that each line follows the format: ""Location",Alpha
49.pdf,Frontal,Alpha
49.pdf,Frontal,Theta
49.pdf,Frontal,Alpha
49.pdf,Frontal,Beta
49.pdf,Frontal,Alpha
49.pdf,Central,Alpha
49.pdf,Central,Theta
49.pdf,Central,Alpha
49.pdf,Central,Beta
49.pdf,Central,Alpha
49.pdf,Motor,Alpha
49.pdf,Motor,Theta
49.pdf,Motor,Alpha
49.pdf,Motor,Beta
49.pdf,Motor,Alpha
49.pdf,Parietal,Alpha
49.pdf,Parietal,Theta
49.pdf,Parietal,Alpha
49.pdf,Parietal,Beta
49.pdf,Parietal,Alpha
49.pdf,Temporal,Alpha
49.pdf,Temporal,Theta
49.pdf,Temporal,Alpha
49.pdf,Temporal,Beta
49.pdf,Temporal,Alpha
49.pdf,Occipital,Alpha
49.pdf,Occipital,Theta
49.pdf,Occipital,Alpha
49.pdf,Occipital,Beta
49.pdf,Occipital,Alpha
49.pdf,Space,Alpha
49.pdf,Space,Theta
49.pdf,Space,Alpha
49.pdf,Space,Beta
49.pdf,Space,Alpha
49.pdf,Time,Alpha
49.pdf,Time,Theta
49.pdf,Time,Alpha
49.pdf,Time,Beta
49.pdf,Time,Alpha
49.pdf,Modality,Alpha
49.pdf,Modality,Theta
49.pdf,Modality,Alpha
49.pdf,Modality,Beta
49.pdf,Modality,Alpha
49.pdf,Internal,Alpha
49.pdf,Internal,Theta
49.pdf,Internal,Alpha
49.pdf,Internal,Beta
49.pdf,Internal,Alpha
49.pdf,Working Memory,Alpha
49.pdf,Working Memory,Theta
49.pdf,Working Memory,Alpha
49.pdf,Working Memory,Beta
49.pdf,Working Memory,Alpha
49.pdf,Long-term Memory,Alpha
49.pdf,Long-term Memory,Theta
49.pdf,Long-term Memory,Alpha
49.pdf,Long-term Memory,Beta
49.pdf,Long-term Memory,Alpha
49.pdf,Task Rules,Alpha
49.pdf,Task Rules,Theta
49.pdf,Task Rules,Alpha
49.pdf,Task Rules,Beta
49.pdf,Task Rules,Alpha
49.pdf,Responses,Alpha
49.pdf,Responses,Theta
49.pdf,Responses,Alpha
49.pdf,Responses,Beta
49.pdf,Responses,Alpha
49.pdf,External Attention,Alpha
49.pdf,External Attention,Theta
49.pdf,External Attention,Alpha
49.pdf,External Attention,Beta
49.pdf,External Attention,Alpha
49.pdf,Internal Attention,Alpha
49.pdf,Internal Attention,Theta
49.pdf,Internal Attention,Alpha
49.pdf,Internal Attention,Beta
49.pdf,Internal Attention,Alpha
49.pdf,Vigilance,Alpha
49.pdf,Vigilance,Theta
49.pdf,Vigilance,Alpha
17.pdf,Anterior,Alpha
17.pdf,Anterior,Theta
17.pdf,Posterior,Alpha
17.pdf,Posterior,Theta
17.pdf,Fp1,Alpha
17.pdf,Fp1,Theta
17.pdf,Fp1,Alpha
17.pdf,Fp1,Beta
17.pdf,Fp1,Alpha
17.pdf,Fp2,Alpha
17.pdf,Fp2,Theta
17.pdf,Fp2,Alpha
17.pdf,Fp2,Beta
17.pdf,Fp2,Alpha
17.pdf,AF3,Alpha
17.pdf,AF3,Theta
17.pdf,AF3,Alpha
17.pdf,AF3,Beta
17.pdf,AF3,Alpha
17.pdf,AF4,Alpha
17.pdf,AF4,Theta
17.pdf,AF4,Alpha
17.pdf,AF4,Beta
17.pdf,AF4,Alpha
17.pdf,F3,Alpha
17.pdf,F3,Theta
17.pdf,F3,Alpha
17.pdf,F3,Beta
17.pdf,F3,Alpha
17.pdf,Fz,Alpha
17.pdf,Fz,Theta
17.pdf,Fz,Alpha
IEA6.pdf,Frontal,Alpha
IEA6.pdf,Frontal,Alpha
IEA6.pdf,Frontal,Alpha
IEA6.pdf,Frontal,Theta
IEA6.pdf,Frontal,Beta
IEA6.pdf,Central,Alpha
IEA6.pdf,Central,Alpha
IEA6.pdf,Central,Alpha
IEA6.pdf,Central,Theta
IEA6.pdf,Central,Beta
IEA6.pdf,Motor,Alpha
IEA6.pdf,Motor,Alpha
IEA6.pdf,Motor,Alpha
IEA6.pdf,Motor,Theta
IEA6.pdf,Motor,Beta
IEA6.pdf,Parietal,Alpha
IEA6.pdf,Parietal,Alpha
IEA6.pdf,Parietal,Alpha
IEA6.pdf,Parietal,Theta
IEA6.pdf,Parietal,Beta
IEA6.pdf,Temporal,Alpha
IEA6.pdf,Temporal,Alpha
IEA6.pdf,Temporal,Alpha
IEA6.pdf,Temporal,Theta
IEA6.pdf,Temporal,Beta
IEA6.pdf,Occipital,Alpha
IEA6.pdf,Occipital,Alpha
IEA6.pdf,Occipital,Alpha
IEA6.pdf,Occipital,Theta
IEA6.pdf,Occipital,Beta
IEA6.pdf,NO LOCATION,Alpha
IEA6.pdf,NO LOCATION,Theta
IEA6.pdf,NO LOCATION,Beta
IEA6.pdf,NO LOCATION,Alpha
IEA6.pdf,NO LOCATION,Alpha
IEA6.pdf,NO LOCATION,Alpha
IEA6.pdf,NO LOCATION,Theta
IEA6.pdf,NO LOCATION,Beta
IEA6.pdf,NO LOCATION,Alpha
IEA6.pdf,NO LOCATION,Alpha
IEA6.pdf,NO LOCATION,Alpha
IEA6.pdf,NO LOCATION,Theta
IEA6.pdf,NO LOCATION,Beta
IEA6.pdf,NO LOCATION,Alpha
IEA6.pdf,NO LOCATION,Alpha
IEA6.pdf,NO LOCATION,Alpha
IEA6.pdf,NO LOCATION,Theta
IEA6.pdf,NO LOCATION,Beta
IEA6.pdf,NO LOCATION,Alpha
IEA6.pdf,NO LOCATION,Alpha
IEA6.pdf,NO LOCATION,Alpha
IEA6.pdf,NO LOCATION,Theta
IEA6.pdf,NO LOCATION,Beta
IEA6.pdf,NO LOCATION,Alpha
IEA6.pdf,NO LOCATION,Alpha
IEA6.pdf,NO LOCATION,Alpha
IEA6.pdf,NO LOCATION,Theta
IEA6.pdf,NO LOCATION,Beta
IEA6.pdf,NO LOCATION,Alpha
IEA6.pdf,NO LOCATION,Alpha
IEA6.pdf,NO LOCATION,Alpha
IEA6.pdf,NO LOCATION,Theta
IEA6.pdf,NO LOCATION,Beta
IEA6.pdf,NO LOCATION,Alpha
IEA6.pdf,NO LOCATION,Alpha
IEA6.pdf,NO LOCATION,Alpha
IEA6.pdf,NO LOCATION,Theta
IEA6.pdf,NO LOCATION,Beta
IEA6.pdf,NO LOCATION,Alpha
IEA6.pdf,NO LOCATION,Alpha
IEA6.pdf,NO LOCATION,Alpha
IEA2.pdf,"output.append(f""{location}",Alpha
56.pdf,Left Hemisphere,Theta
56.pdf,Left Hemisphere,Alpha
56.pdf,Right Hemisphere,Theta
56.pdf,Right Hemisphere,Alpha
56.pdf,NO LOCATION,Alpha
56.pdf,NO LOCATION,Alpha
56.pdf,NO LOCATION,Beta
56.pdf,Left Hemisphere,Theta
56.pdf,Left Hemisphere,Alpha
56.pdf,Right Hemisphere,Theta
56.pdf,Right Hemisphere,Alpha
56.pdf,NO LOCATION,Alpha
56.pdf,NO LOCATION,Alpha
56.pdf,NO LOCATION,Beta
